pH,Soil EC (dS/m),Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),Moisture (%),Temperature (°C),Crop
6.13,1.91,58.35,49.82,160.81,43.27,18.9,Lettuce
6.57,1.68,62.75,50.35,117.73,52.11,17.46,Lettuce
6.54,1.21,57.1,39.83,129.76,45.49,21.78,Lettuce
6.07,1.22,53.06,50.6,133.7,40.66,17.49,Lettuce
6.3,1.21,54.94,36.98,130.81,45.24,15.5,Lettuce
6.38,1.19,66.67,34.31,125.74,40.78,16.64,Lettuce
6.69,1.2,58.09,44.92,148.76,54.84,18.78,Lettuce
6.55,1.41,62.59,34.32,172.3,50.59,15.6,Lettuce
6.44,1.69,66.56,57.62,156.45,41.12,17.65,Lettuce
6.16,1.8,64.72,53.03,124.0,49.22,18.78,Lettuce
6.0,1.31,69.27,42.79,128.8,47.18,16.94,Lettuce
6.48,1.34,64.21,39.19,111.67,42.41,20.15,Lettuce
6.1,1.36,50.82,41.04,109.51,58.62,16.24,Lettuce
6.04,1.93,50.92,37.24,139.92,57.5,17.86,Lettuce
6.79,1.98,52.68,58.24,154.08,40.53,17.19,Lettuce
6.1,1.96,61.03,38.1,105.06,41.26,21.95,Lettuce
6.27,1.12,59.57,52.94,150.69,44.21,21.33,Lettuce
6.56,1.34,51.27,35.34,134.36,55.84,20.48,Lettuce
6.27,1.65,58.9,55.24,103.75,49.18,18.85,Lettuce
6.1,1.72,55.33,43.52,124.78,44.17,16.17,Lettuce
6.56,1.58,64.77,45.05,153.52,50.63,16.77,Lettuce
6.63,1.34,63.09,39.8,124.45,56.86,15.76,Lettuce
6.44,1.93,69.86,34.0,153.75,44.19,20.63,Lettuce
6.61,1.87,62.75,44.73,129.44,41.69,20.6,Lettuce
6.3,1.78,59.89,42.72,124.15,45.03,15.04,Lettuce
6.05,1.08,65.33,39.71,143.39,48.46,20.7,Lettuce
6.43,1.49,60.89,51.35,137.83,48.17,17.97,Lettuce
6.64,1.71,52.51,47.6,119.61,53.86,15.16,Lettuce
6.51,1.03,56.73,56.96,149.44,51.45,19.2,Lettuce
6.67,1.19,63.74,56.79,110.75,51.6,20.27,Lettuce
6.16,1.37,65.7,37.96,186.78,58.34,20.43,Lettuce
6.05,1.41,53.62,48.03,129.33,56.39,20.25,Lettuce
6.31,1.79,64.05,57.7,128.26,56.37,21.95,Lettuce
6.1,1.74,69.92,54.06,145.01,53.2,20.78,Lettuce
6.31,1.43,50.27,42.62,135.25,54.11,18.18,Lettuce
6.2,1.62,62.54,51.73,180.0,54.09,15.92,Lettuce
6.14,1.13,63.32,46.82,136.59,42.94,16.01,Lettuce
6.38,1.42,61.93,54.23,163.74,52.09,15.39,Lettuce
6.34,1.57,52.3,39.61,173.16,49.38,19.59,Lettuce
6.28,1.03,63.88,37.85,112.86,49.17,21.25,Lettuce
6.47,1.95,57.8,42.42,103.65,45.07,17.63,Lettuce
6.39,1.32,58.48,46.61,144.08,43.43,15.09,Lettuce
6.04,1.64,67.47,37.43,131.75,58.3,19.55,Lettuce
6.18,1.94,52.27,57.75,172.79,52.67,15.9,Lettuce
6.57,1.23,66.2,59.78,132.16,48.89,16.86,Lettuce
6.57,1.07,51.27,37.17,155.58,52.1,18.14,Lettuce
6.17,1.01,60.1,52.93,194.35,53.5,20.0,Lettuce
6.22,1.31,66.43,39.84,128.89,48.65,15.75,Lettuce
6.74,1.12,65.04,42.03,134.19,46.91,16.1,Lettuce
6.72,1.59,51.17,49.19,189.13,57.45,19.03,Lettuce
6.46,1.1,68.06,48.19,189.59,59.24,21.5,Lettuce
6.49,1.91,68.45,59.62,138.68,59.53,19.68,Lettuce
6.66,1.31,61.49,37.9,162.43,57.61,15.03,Lettuce
6.42,1.79,66.49,50.55,163.27,48.18,18.29,Lettuce
6.71,1.39,61.7,45.63,134.08,46.84,20.36,Lettuce
6.74,1.46,63.34,59.95,124.53,48.21,16.66,Lettuce
6.44,1.6,59.76,50.36,131.81,45.95,15.86,Lettuce
6.78,1.31,68.99,59.4,156.99,42.45,20.38,Lettuce
6.58,1.1,65.15,42.19,147.9,51.35,18.66,Lettuce
6.18,1.48,58.41,33.05,174.86,41.03,16.35,Lettuce
6.76,1.46,68.46,56.22,151.81,42.92,21.3,Lettuce
6.78,1.28,52.3,45.12,161.26,43.39,18.52,Lettuce
6.1,1.72,58.48,44.3,139.73,54.62,18.67,Lettuce
6.36,1.02,65.32,58.64,123.56,50.95,19.23,Lettuce
6.2,1.76,56.76,52.89,121.8,40.88,16.32,Lettuce
6.51,1.75,60.06,38.32,171.65,40.07,19.8,Lettuce
6.49,1.36,59.47,50.71,144.87,44.17,20.41,Lettuce
6.25,1.99,57.73,59.15,125.96,55.1,21.25,Lettuce
6.67,1.26,69.12,35.68,112.63,43.71,16.34,Lettuce
6.35,1.33,55.46,39.85,138.81,59.32,18.63,Lettuce
6.18,1.82,57.58,43.79,133.22,40.75,16.64,Lettuce
6.72,1.61,50.3,32.68,134.6,54.94,16.37,Lettuce
6.3,1.04,53.73,52.44,147.82,54.5,21.8,Lettuce
6.55,1.64,50.61,42.86,112.9,53.89,21.07,Lettuce
6.54,1.16,64.39,50.25,170.94,57.6,17.06,Lettuce
6.19,1.03,65.66,41.97,196.23,40.47,21.47,Lettuce
6.3,1.03,51.69,57.11,187.82,50.53,21.57,Lettuce
6.14,1.46,60.1,47.39,148.96,49.36,16.09,Lettuce
6.47,1.51,63.78,39.35,179.64,48.31,18.99,Lettuce
6.45,1.25,51.2,54.85,148.53,59.32,19.65,Lettuce
6.77,1.96,65.48,44.62,152.69,47.76,15.55,Lettuce
6.23,1.3,68.8,59.51,114.88,48.56,15.07,Lettuce
6.72,1.26,57.14,38.05,130.33,56.07,20.73,Lettuce
6.62,1.37,65.84,52.6,127.36,47.75,21.45,Lettuce
6.67,1.3,67.04,40.37,116.92,40.01,19.11,Lettuce
6.61,1.7,52.89,38.27,122.03,51.06,17.38,Lettuce
6.19,1.08,55.36,42.52,199.16,51.85,21.65,Lettuce
6.12,1.63,69.56,59.98,103.51,53.59,19.1,Lettuce
6.34,1.05,50.04,32.09,120.34,52.79,15.1,Lettuce
6.29,1.56,68.48,53.27,155.73,51.62,17.1,Lettuce
6.47,1.28,64.87,49.23,147.12,52.39,15.71,Lettuce
6.21,1.8,63.19,43.63,150.09,46.48,16.98,Lettuce
6.51,1.14,63.07,41.24,166.4,44.16,18.37,Lettuce
6.61,1.53,51.49,40.44,166.82,53.67,21.73,Lettuce
6.57,1.75,60.14,52.75,155.96,56.11,15.69,Lettuce
6.44,1.42,59.47,47.0,163.89,50.77,15.09,Lettuce
6.55,1.45,51.71,53.71,164.28,47.03,20.62,Lettuce
6.16,1.5,62.98,38.11,105.31,57.74,15.36,Lettuce
6.46,2.0,54.97,49.53,138.78,44.5,18.71,Lettuce
6.1,1.87,52.92,41.73,133.43,48.19,20.95,Lettuce
6.44,1.64,66.66,42.16,129.81,59.93,21.24,Lettuce
6.37,1.47,56.98,56.89,185.34,53.46,16.62,Lettuce
6.03,1.99,63.45,41.79,178.7,58.61,16.57,Lettuce
6.17,1.32,65.82,50.22,118.38,57.39,21.5,Lettuce
6.66,1.17,63.14,51.98,121.01,57.88,17.13,Lettuce
6.63,1.54,62.28,46.76,106.77,53.05,21.54,Lettuce
6.41,1.41,66.99,36.52,148.88,56.17,17.49,Lettuce
6.44,1.93,61.35,50.38,148.47,46.45,16.08,Lettuce
6.51,1.82,56.23,42.49,189.76,45.57,17.6,Lettuce
6.73,1.2,51.8,56.26,182.81,46.48,15.01,Lettuce
6.53,1.76,63.74,59.17,128.19,50.87,20.85,Lettuce
6.31,1.25,61.01,55.26,177.62,43.77,17.08,Lettuce
6.73,1.57,64.34,35.29,194.43,49.96,16.23,Lettuce
6.07,1.59,66.21,51.24,144.85,55.76,16.91,Lettuce
6.58,1.36,66.29,43.74,123.72,43.37,15.86,Lettuce
6.65,1.74,65.3,44.42,146.74,58.49,18.81,Lettuce
6.53,1.06,56.91,30.29,133.35,43.72,20.65,Lettuce
6.14,1.03,50.69,45.51,182.52,53.19,19.29,Lettuce
6.21,1.88,68.95,59.16,122.83,41.72,15.36,Lettuce
6.47,1.86,61.96,31.43,155.69,56.67,21.22,Lettuce
6.6,1.19,60.3,39.84,162.81,47.98,15.91,Lettuce
6.77,1.56,58.24,55.04,104.77,46.6,21.78,Lettuce
6.74,1.39,68.14,59.84,102.33,57.13,21.05,Lettuce
6.57,1.49,50.84,31.84,101.51,45.67,16.3,Lettuce
6.34,1.6,61.96,51.07,187.0,50.06,17.81,Lettuce
6.31,1.24,64.05,39.73,128.37,58.93,21.67,Lettuce
6.35,1.28,55.8,56.91,136.28,45.47,17.79,Lettuce
6.37,1.28,67.06,37.44,160.5,51.28,16.31,Lettuce
6.01,1.75,68.77,49.03,119.15,55.75,18.02,Lettuce
6.41,1.63,64.09,45.16,106.5,53.16,16.26,Lettuce
6.35,1.89,50.11,52.79,108.85,42.08,16.95,Lettuce
6.2,1.83,54.61,30.87,157.84,47.41,21.84,Lettuce
6.51,1.58,60.75,48.93,124.77,47.08,20.06,Lettuce
6.58,1.24,66.04,43.47,177.04,42.25,16.15,Lettuce
6.26,1.79,66.76,36.19,156.73,58.73,21.69,Lettuce
6.75,1.27,65.23,35.2,176.75,51.02,21.76,Lettuce
6.13,1.17,56.32,52.11,182.17,42.63,15.32,Lettuce
6.42,1.66,53.14,53.38,183.0,43.76,20.57,Lettuce
6.54,1.59,61.77,30.02,136.84,56.88,20.36,Lettuce
6.46,1.33,54.14,41.57,148.22,46.12,20.38,Lettuce
6.74,1.3,51.45,49.08,104.76,49.38,21.81,Lettuce
6.48,1.93,62.81,33.62,124.57,40.97,19.23,Lettuce
6.8,1.58,56.61,52.7,113.46,42.29,18.23,Lettuce
6.43,1.56,55.56,43.1,169.79,57.83,17.67,Lettuce
6.6,1.69,51.79,52.91,186.25,57.23,19.64,Lettuce
6.55,1.32,62.3,47.44,169.15,59.26,16.14,Lettuce
6.74,1.95,66.9,53.5,174.08,58.06,21.82,Lettuce
6.28,1.42,65.95,51.07,116.23,42.65,18.84,Lettuce
6.31,1.41,55.77,38.51,146.25,43.11,15.08,Lettuce
6.78,1.2,64.52,52.39,155.87,55.35,18.5,Lettuce
6.45,1.42,51.25,41.89,137.46,55.44,16.71,Lettuce
6.21,1.8,61.36,49.99,114.85,40.87,19.48,Lettuce
6.51,1.86,61.15,44.96,142.55,46.89,20.16,Lettuce
6.31,1.41,61.43,55.87,125.41,50.81,15.15,Lettuce
6.06,1.2,55.58,37.74,154.81,43.12,21.47,Lettuce
6.6,1.43,68.72,44.23,109.77,50.56,18.56,Lettuce
6.7,1.29,56.35,34.49,169.49,42.19,17.26,Lettuce
6.06,1.64,65.46,45.81,138.34,40.04,17.49,Lettuce
6.47,1.02,66.0,43.71,148.85,56.24,15.2,Lettuce
6.65,1.67,60.72,35.78,137.34,46.87,17.51,Lettuce
6.2,1.64,51.58,40.38,144.54,58.78,21.93,Lettuce
6.59,1.57,53.87,55.58,101.35,56.67,20.34,Lettuce
6.47,1.69,63.03,53.64,121.26,48.21,15.57,Lettuce
6.32,1.0,53.51,36.34,188.35,59.0,19.39,Lettuce
6.65,1.01,51.94,36.74,166.07,40.37,21.83,Lettuce
6.13,1.87,67.41,57.94,174.15,55.17,19.78,Lettuce
6.06,1.87,62.68,37.23,192.03,46.85,15.27,Lettuce
6.28,1.91,69.96,33.89,181.42,48.86,19.87,Lettuce
6.48,1.18,51.71,59.49,130.2,50.21,16.19,Lettuce
6.71,1.86,62.16,44.8,180.45,40.53,20.35,Lettuce
6.74,1.57,57.88,30.71,173.09,57.98,15.43,Lettuce
6.45,1.81,61.78,36.28,199.66,54.3,16.34,Lettuce
6.22,1.32,59.94,49.67,129.3,57.04,19.92,Lettuce
6.21,1.81,66.9,42.33,122.62,52.46,20.44,Lettuce
6.11,1.46,60.97,54.26,149.9,57.62,17.35,Lettuce
6.54,1.17,64.3,38.78,150.36,48.0,19.05,Lettuce
6.12,1.28,56.52,31.13,185.3,59.63,19.07,Lettuce
6.31,1.53,68.8,30.62,110.8,45.82,21.87,Lettuce
6.55,1.18,55.76,39.6,164.05,43.62,18.1,Lettuce
6.64,1.41,50.31,38.85,158.44,46.65,15.42,Lettuce
6.63,1.37,57.46,31.79,158.75,40.12,17.28,Lettuce
6.38,1.33,54.77,30.38,127.24,49.01,18.48,Lettuce
6.42,1.22,57.95,55.39,187.37,52.11,15.89,Lettuce
6.77,1.8,56.26,33.81,197.88,48.13,21.03,Lettuce
6.35,1.12,51.9,58.07,163.03,52.21,21.58,Lettuce
6.55,1.81,64.53,39.07,111.27,48.32,17.57,Lettuce
6.63,1.49,58.8,35.01,182.59,45.22,20.75,Lettuce
6.08,1.92,59.52,47.11,143.99,59.88,17.59,Lettuce
6.68,1.67,60.95,48.06,166.63,49.23,20.02,Lettuce
6.41,1.85,65.12,47.36,163.02,49.13,15.98,Lettuce
6.31,1.59,68.12,43.38,114.52,46.86,18.21,Lettuce
6.36,1.77,67.58,39.84,179.5,41.55,17.22,Lettuce
6.15,1.33,50.63,39.1,150.06,52.1,19.97,Lettuce
6.65,1.78,52.4,50.14,193.87,42.99,19.95,Lettuce
6.25,1.08,50.59,37.27,135.52,50.38,21.41,Lettuce
6.48,1.18,66.09,32.51,192.1,43.81,18.74,Lettuce
6.7,1.55,64.15,44.73,158.66,41.3,17.45,Lettuce
6.71,1.06,58.58,33.78,165.04,43.31,18.18,Lettuce
6.23,1.93,58.91,58.26,146.24,56.4,21.49,Lettuce
6.49,1.66,64.96,38.02,161.24,52.3,18.7,Lettuce
6.48,1.65,59.98,39.96,100.96,56.79,16.64,Lettuce
6.45,1.57,58.54,32.6,116.82,58.87,16.97,Lettuce
6.34,1.66,50.66,53.12,193.45,52.1,17.07,Lettuce
6.61,1.66,57.97,47.73,169.88,55.68,16.09,Lettuce
6.53,1.93,61.48,52.47,172.23,47.67,21.13,Lettuce
6.12,1.18,51.13,55.44,121.75,46.65,21.81,Lettuce
6.21,1.16,50.1,57.69,162.11,50.67,21.04,Lettuce
6.7,1.69,51.98,48.59,123.58,46.36,18.92,Lettuce
6.28,1.41,66.75,51.56,147.21,51.1,15.07,Lettuce
6.6,1.89,58.99,40.17,148.77,42.19,18.78,Lettuce
6.69,1.81,64.28,40.61,161.69,59.49,15.03,Lettuce
6.35,1.5,54.12,58.14,163.13,44.24,19.27,Lettuce
6.39,1.43,68.07,35.34,162.07,42.53,18.92,Lettuce
6.1,1.07,66.66,33.02,132.44,53.76,15.17,Lettuce
6.6,1.78,50.33,57.4,181.49,44.63,17.17,Lettuce
6.2,1.95,52.91,35.91,157.05,59.35,17.89,Lettuce
6.14,1.01,62.7,36.67,105.92,51.92,19.98,Lettuce
6.02,1.38,55.79,54.1,174.64,51.93,16.65,Lettuce
6.18,1.46,59.14,46.35,128.92,57.45,21.91,Lettuce
6.68,1.25,55.94,41.37,119.3,52.01,21.85,Lettuce
6.66,1.51,59.27,51.76,135.69,57.83,16.74,Lettuce
6.56,1.69,63.1,48.4,180.01,50.98,19.65,Lettuce
6.71,1.66,69.89,50.46,179.5,52.03,21.15,Lettuce
6.24,1.86,60.5,34.5,129.04,45.66,18.12,Lettuce
6.55,1.49,62.01,43.5,156.84,54.17,20.92,Lettuce
6.77,1.77,57.36,43.78,122.1,44.23,21.43,Lettuce
6.66,1.85,59.88,33.23,129.35,40.16,15.42,Lettuce
6.21,1.83,54.82,37.67,184.97,59.7,19.04,Lettuce
6.11,1.37,61.34,55.87,145.27,45.22,20.31,Lettuce
6.38,1.75,65.23,31.58,103.23,50.28,19.39,Lettuce
6.13,1.23,63.06,34.74,150.21,47.57,21.51,Lettuce
6.39,1.9,50.03,37.17,144.27,41.18,17.28,Lettuce
6.25,1.62,59.88,52.99,168.55,43.84,20.1,Lettuce
6.16,1.65,56.05,31.8,159.13,40.04,19.7,Lettuce
6.25,1.59,54.78,45.8,174.82,48.26,19.68,Lettuce
6.61,1.8,67.7,46.83,178.23,54.55,18.25,Lettuce
6.24,1.53,68.84,39.0,108.9,40.77,15.3,Lettuce
6.19,1.54,56.18,51.78,121.88,48.1,17.7,Lettuce
6.38,1.68,69.55,48.85,149.33,55.14,15.52,Lettuce
6.2,1.39,60.72,32.69,180.83,41.48,19.61,Lettuce
6.55,1.4,66.7,57.22,168.46,41.29,18.48,Lettuce
6.07,1.71,66.39,46.33,138.9,58.14,19.18,Lettuce
6.7,1.16,60.73,42.13,147.69,43.18,18.77,Lettuce
6.64,1.54,55.27,42.28,196.88,53.15,18.99,Lettuce
6.12,1.28,64.94,34.36,160.79,57.5,18.28,Lettuce
6.5,1.06,50.8,33.42,130.27,45.94,17.88,Lettuce
6.17,1.02,69.96,51.84,147.31,46.6,17.51,Lettuce
6.77,1.72,59.29,40.35,144.7,52.44,20.07,Lettuce
6.64,1.95,62.69,38.01,175.58,43.19,18.71,Lettuce
6.05,1.42,66.74,47.81,181.56,54.06,18.01,Lettuce
6.24,1.12,61.58,38.15,134.27,53.35,16.09,Lettuce
6.53,1.82,51.17,37.7,107.51,56.26,15.51,Lettuce
6.64,1.29,55.52,33.23,129.38,47.29,17.96,Lettuce
6.47,1.27,64.57,55.69,179.23,45.54,16.73,Lettuce
6.63,1.55,58.57,30.61,172.99,42.57,21.49,Lettuce
6.62,1.54,59.94,45.93,179.0,57.89,20.04,Lettuce
6.78,1.35,59.05,42.15,151.14,49.07,18.37,Lettuce
6.5,1.52,69.96,49.62,156.28,55.11,16.6,Lettuce
6.17,1.6,68.66,30.54,126.21,45.53,17.8,Lettuce
6.26,1.71,67.43,38.39,122.21,43.83,20.46,Lettuce
6.46,1.36,51.2,48.95,119.7,56.1,16.5,Lettuce
6.17,1.62,66.31,34.88,180.3,56.33,18.17,Lettuce
6.67,1.01,66.07,46.74,125.15,54.33,18.82,Lettuce
6.27,1.91,68.72,33.98,100.99,54.65,19.27,Lettuce
6.58,1.33,60.19,44.04,188.18,59.04,16.2,Lettuce
6.64,1.83,56.52,41.15,183.51,44.71,17.59,Lettuce
6.48,1.07,64.54,49.78,167.08,40.04,16.99,Lettuce
6.55,1.63,67.98,36.24,110.48,45.1,18.03,Lettuce
6.73,1.42,57.53,41.46,147.48,44.48,15.69,Lettuce
6.25,1.6,60.13,31.03,171.12,46.9,16.21,Lettuce
6.14,1.69,59.43,55.44,152.7,49.65,21.2,Lettuce
6.43,1.82,66.28,30.86,174.76,49.19,16.89,Lettuce
6.79,1.99,63.07,53.29,119.8,49.43,15.17,Lettuce
6.75,1.74,61.93,43.32,154.85,45.9,17.34,Lettuce
6.23,1.21,57.9,45.1,116.4,58.92,20.26,Lettuce
6.53,1.77,59.38,56.33,129.54,58.16,17.21,Lettuce
6.22,1.4,68.26,54.91,116.72,41.0,21.91,Lettuce
6.42,1.59,60.97,48.53,140.84,42.55,18.97,Lettuce
6.03,1.32,55.71,44.28,126.5,46.23,17.68,Lettuce
6.09,1.54,65.45,49.28,154.48,49.71,17.44,Lettuce
6.06,1.91,52.51,55.63,176.97,40.17,20.18,Lettuce
6.58,1.22,63.57,56.17,152.06,55.03,18.03,Lettuce
6.33,1.28,62.27,33.73,171.53,53.12,21.04,Lettuce
6.65,1.09,63.59,45.52,155.6,53.88,20.25,Lettuce
6.09,1.86,50.21,51.11,150.99,50.1,18.82,Lettuce
6.72,1.61,53.38,39.8,178.84,55.86,20.94,Lettuce
6.06,1.45,59.59,48.92,169.82,54.13,20.0,Lettuce
6.31,1.14,54.23,38.65,196.84,54.34,20.5,Lettuce
6.46,1.29,53.14,32.01,170.57,44.29,19.49,Lettuce
6.67,1.24,63.28,52.17,159.88,43.96,15.86,Lettuce
6.44,1.36,60.77,36.76,133.15,49.81,20.97,Lettuce
6.3,2.0,62.55,53.52,190.96,51.84,20.42,Lettuce
6.02,1.03,68.57,33.71,137.38,45.67,18.98,Lettuce
6.51,1.39,67.18,59.96,188.43,51.26,18.97,Lettuce
6.63,1.45,51.66,43.18,122.09,50.52,17.61,Lettuce
6.65,1.26,63.85,52.9,199.91,56.44,17.74,Lettuce
6.71,1.93,63.73,44.07,123.23,46.81,16.23,Lettuce
6.48,1.58,50.19,52.28,182.86,59.25,17.36,Lettuce
6.16,1.23,56.59,42.49,104.72,46.16,20.62,Lettuce
6.52,1.58,54.81,34.0,105.86,49.57,19.66,Lettuce
6.14,1.62,52.6,54.41,168.78,51.26,20.85,Lettuce
6.62,1.32,50.23,47.13,101.27,42.05,18.89,Lettuce
6.5,1.23,50.5,38.0,131.67,41.7,21.06,Lettuce
6.79,1.29,66.27,59.99,113.14,42.23,16.12,Lettuce
6.49,1.18,56.59,45.52,146.51,58.24,21.72,Lettuce
6.36,1.14,65.88,40.99,167.95,50.36,17.73,Lettuce
6.32,1.57,54.07,51.99,120.37,54.65,18.29,Lettuce
6.36,1.53,66.15,43.82,132.55,46.34,18.52,Lettuce
6.42,1.05,63.0,53.38,130.45,54.51,17.9,Lettuce
6.6,1.79,59.73,47.78,127.14,43.18,20.07,Lettuce
6.28,1.58,64.31,42.78,155.35,40.17,15.49,Lettuce
6.11,1.24,62.11,50.21,119.77,44.61,18.94,Lettuce
6.21,1.3,59.53,37.13,132.69,46.35,15.24,Lettuce
6.15,1.06,52.4,44.58,193.21,59.22,17.56,Lettuce
6.8,1.37,65.57,43.14,128.17,55.09,20.69,Lettuce
6.12,1.1,52.95,48.44,177.57,52.49,15.92,Lettuce
6.69,1.82,62.8,36.25,170.24,40.18,17.51,Lettuce
6.42,1.39,51.57,50.03,159.57,57.88,17.75,Lettuce
6.26,1.29,55.25,58.31,121.71,42.47,20.13,Lettuce
6.12,1.34,62.02,51.11,104.03,56.65,17.63,Lettuce
6.5,1.53,50.27,33.34,157.55,50.77,15.46,Lettuce
6.32,1.75,55.0,58.8,183.71,49.54,21.34,Lettuce
6.68,1.94,59.61,40.42,184.12,48.51,16.02,Lettuce
6.72,1.56,68.28,50.67,125.51,42.92,19.24,Lettuce
6.01,1.16,64.54,53.41,186.29,53.85,16.01,Lettuce
6.77,1.0,51.49,54.53,172.15,44.62,16.95,Lettuce
6.53,1.54,50.27,32.45,123.57,50.53,17.68,Lettuce
6.1,1.43,60.22,50.73,117.79,56.51,20.02,Lettuce
6.65,1.86,66.88,41.47,199.68,57.24,21.41,Lettuce
6.55,1.96,60.46,44.8,173.61,45.67,19.65,Lettuce
6.39,1.5,67.58,50.31,119.59,47.38,18.17,Lettuce
6.29,1.59,57.22,59.59,170.96,59.31,15.32,Lettuce
6.47,1.44,59.69,31.87,104.13,53.91,19.73,Lettuce
6.51,1.43,57.72,37.35,138.31,55.11,16.89,Lettuce
6.14,1.56,63.27,36.52,106.9,54.64,17.23,Lettuce
6.76,1.48,50.43,44.35,175.52,59.09,17.64,Lettuce
6.18,1.6,66.65,56.13,177.67,53.08,21.47,Lettuce
6.67,1.32,64.75,47.71,117.72,40.67,17.84,Lettuce
6.75,1.48,58.62,46.76,168.51,57.2,17.46,Lettuce
6.73,1.23,65.07,39.51,123.86,52.76,17.91,Lettuce
6.5,1.25,61.42,31.51,163.46,58.35,19.83,Lettuce
6.54,1.69,52.8,43.77,133.06,43.96,15.73,Lettuce
6.29,1.94,56.11,48.0,153.11,47.74,15.07,Lettuce
6.44,1.23,68.75,41.16,188.18,48.57,17.64,Lettuce
6.56,1.18,56.23,32.04,172.39,52.11,16.89,Lettuce
6.41,1.42,63.29,57.24,170.71,58.29,19.05,Lettuce
6.2,1.52,61.69,42.25,111.45,56.52,16.07,Lettuce
6.36,2.0,55.23,45.67,180.59,40.27,20.62,Lettuce
6.56,1.44,63.07,40.55,174.2,54.73,21.52,Lettuce
6.76,1.83,67.76,42.86,183.67,45.14,19.49,Lettuce
6.19,1.42,69.59,34.15,196.48,49.79,17.39,Lettuce
6.07,1.79,66.29,51.1,181.6,54.52,15.22,Lettuce
6.41,1.07,52.85,44.57,172.79,41.42,15.85,Lettuce
6.22,1.48,53.39,39.24,153.21,46.6,17.5,Lettuce
6.54,1.38,55.89,32.97,120.9,51.28,18.62,Lettuce
6.44,1.23,59.57,39.39,195.14,51.54,16.81,Lettuce
6.7,1.56,59.24,45.51,107.77,55.31,20.3,Lettuce
6.64,1.94,64.07,47.33,175.13,40.24,20.38,Lettuce
6.59,1.14,66.26,43.89,121.26,58.8,19.82,Lettuce
6.01,1.42,68.36,38.05,103.41,49.55,16.02,Lettuce
6.04,1.6,60.02,51.27,113.66,56.56,15.46,Lettuce
6.7,1.82,53.64,30.13,159.95,51.25,16.37,Lettuce
6.26,1.64,66.0,32.55,188.07,47.72,15.24,Lettuce
6.65,1.12,61.92,57.14,183.23,55.62,15.29,Lettuce
6.25,1.69,55.73,31.86,108.91,44.85,19.05,Lettuce
6.05,1.85,50.93,33.04,161.38,53.35,19.87,Lettuce
6.33,1.58,56.24,38.54,139.12,48.96,17.06,Lettuce
6.49,1.05,67.58,36.34,169.16,40.64,20.7,Lettuce
6.36,1.94,55.18,58.79,124.9,56.4,15.15,Lettuce
6.04,1.8,69.81,53.93,110.89,51.42,19.24,Lettuce
6.7,1.89,58.05,56.62,176.02,52.57,21.6,Lettuce
6.07,1.96,62.13,31.84,125.72,51.89,21.36,Lettuce
6.35,1.62,65.59,52.38,134.13,41.77,17.9,Lettuce
6.47,1.04,62.14,55.16,129.62,52.85,17.55,Lettuce
6.4,1.54,66.37,56.57,145.42,46.99,17.05,Lettuce
6.35,1.22,64.46,30.72,147.71,42.32,19.3,Lettuce
6.61,1.13,68.39,45.04,135.18,46.66,15.03,Lettuce
6.42,1.68,68.65,40.21,113.75,53.81,15.31,Lettuce
6.62,1.98,58.82,39.15,181.24,54.57,18.68,Lettuce
6.21,1.8,50.17,30.47,157.71,43.86,15.93,Lettuce
6.45,1.12,54.73,30.07,141.86,54.41,15.96,Lettuce
6.73,1.1,57.35,49.01,171.28,43.65,19.41,Lettuce
6.39,1.54,54.31,32.65,147.88,51.11,18.76,Lettuce
6.77,1.68,58.0,49.6,188.19,52.73,16.69,Lettuce
6.51,1.27,61.39,50.63,155.74,40.36,19.49,Lettuce
6.44,1.21,53.56,35.38,158.21,45.77,21.43,Lettuce
6.15,1.93,56.85,48.22,117.04,41.45,20.93,Lettuce
6.78,1.8,52.98,43.97,149.33,59.58,19.19,Lettuce
6.1,1.91,50.42,41.68,161.35,47.71,19.39,Lettuce
6.45,1.4,58.72,38.23,159.08,51.5,16.2,Lettuce
6.0,1.24,69.56,34.52,195.52,56.05,17.48,Lettuce
6.06,1.82,61.27,40.09,161.21,44.27,15.78,Lettuce
6.09,1.56,63.55,52.55,137.43,43.71,19.96,Lettuce
6.72,1.6,53.94,50.28,120.05,59.93,18.89,Lettuce
6.57,1.16,54.0,52.38,119.39,40.96,21.66,Lettuce
6.61,1.92,61.85,33.68,122.31,49.08,16.09,Lettuce
6.04,1.51,66.51,37.69,128.43,57.45,21.5,Lettuce
6.08,1.99,61.03,43.48,127.83,52.15,20.4,Lettuce
6.46,1.35,54.27,53.07,169.29,48.01,21.42,Lettuce
6.73,1.08,68.15,48.3,172.4,54.98,15.35,Lettuce
6.05,1.9,50.97,52.19,129.26,44.47,19.3,Lettuce
6.43,1.65,50.33,50.09,122.27,45.37,19.61,Lettuce
6.08,1.67,50.09,41.4,190.04,56.28,17.93,Lettuce
6.32,1.75,50.23,56.51,196.54,53.93,16.68,Lettuce
6.12,1.22,50.16,34.1,191.35,42.6,16.24,Lettuce
6.01,1.26,66.58,41.69,198.35,47.87,21.42,Lettuce
6.56,1.97,52.03,35.95,113.97,59.11,20.34,Lettuce
6.05,1.69,69.52,31.37,174.73,55.48,17.52,Lettuce
6.27,1.08,57.86,39.78,140.81,59.77,20.88,Lettuce
